,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgTimeInCompany
1032,34,1,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,1,Manufacturing Director,Married,134990,4,22,2,11,2,4,0,7,4,1,2,4,4,2.2
2270,34,1,Travel_Rarely,Research & Development,7,1,Medical,Male,1,Research Scientist,Single,62880,0,15,1,16,2,5,9,10,1,2,4,3,3,10.5
4241,46,1,Travel_Rarely,Sales,1,2,Medical,Female,2,Research Scientist,Single,97140,1,22,0,9,1,4,4,7,3,4,3,3,4,4.5
2197,31,1,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Sales Executive,Married,49600,1,15,0,10,3,4,6,7,4,3,2,2,3,5
3458,24,1,Travel_Frequently,Sales,8,3,Marketing,Male,3,Sales Executive,Single,34640,1,20,0,2,3,2,0,2,4,4,3,2,4,1
810,28,1,Travel_Frequently,Sales,1,3,Marketing,Male,2,Laboratory Technician,Single,20970,7,12,0,8,3,1,0,0,3,1,2,3,3,1
689,52,1,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Laboratory Technician,Single,25790,8,19,1,10,1,4,7,7,2,2,2,3,3,1
1726,33,1,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1,11,0,10,3,4,9,7,1,1,3,3,3,5
1344,31,1,Travel_Rarely,Research & Development,15,1,Medical,Female,2,Sales Executive,Married,40660,3,22,0,4,2,2,2,2,2,3,3,2,4,1
178,33,1,Travel_Rarely,Sales,5,4,Marketing,Male,2,Research Director,Divorced,66520,7,22,0,8,5,3,1,3,1,4,3,3,4,1
3250,54,1,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,4,Laboratory Technician,Married,74280,5,12,0,24,2,3,1,4,4,1,3,3,3,4
69,39,1,Travel_Rarely,Research & Development,1,1,Medical,Female,1,Laboratory Technician,Married,42840,4,17,1,12,1,1,0,0,4,3,2,3,3,2.4
2280,28,1,Travel_Frequently,Sales,1,3,Marketing,Male,2,Laboratory Technician,Single,20970,7,12,0,8,3,1,0,0,3,1,2,3,3,1
3904,24,1,Travel_Rarely,Sales,6,2,Medical,Female,2,Manager,Married,20970,1,12,0,1,2,1,0,0,4,3,3,2,3,0.5
3928,30,1,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,1,Human Resources,Divorced,22070,6,14,0,6,4,3,1,2,3,4,2,3,3,0.857142857
4202,48,1,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,1,Sales Executive,Single,45910,8,16,0,23,5,1,0,0,1,3,3,1,3,2.3
3593,25,1,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1,11,1,1,3,1,1,0,3,4,3,3,3,0.5
909,35,1,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,2,Manager,Divorced,173990,6,12,0,7,3,2,2,2,2,4,2,1,3,1
327,24,1,Travel_Rarely,Sales,2,3,Medical,Female,4,Manufacturing Director,Married,45590,1,18,1,1,2,1,0,0,3,1,3,2,3,0.5
928,35,1,Travel_Frequently,Research & Development,17,4,Medical,Male,1,Research Director,Single,54720,3,11,1,13,3,5,6,7,4,4,4,2,3,3.25
1826,26,1,Travel_Frequently,Research & Development,22,4,Other,Female,1,Sales Executive,Married,20970,1,22,0,8,2,4,1,7,3,3,3,3,4,4
3542,24,1,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0,22,0,1,5,1,0,0,3,4,3,2,4,1
331,29,1,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Married,106500,1,13,2,1,2,1,0,0,2,1,3,4,3,0.5
4077,31,1,Travel_Frequently,Research & Development,2,1,Other,Male,3,Sales Executive,Married,70940,1,14,1,10,2,4,0,8,1,4,3,3,3,5
3318,35,1,Travel_Frequently,Sales,8,2,Marketing,Female,1,Laboratory Technician,Divorced,36900,1,13,1,10,2,4,7,8,4,2,2,4,3,5
3739,29,1,Travel_Frequently,Research & Development,26,3,Medical,Female,4,Research Scientist,Single,44340,5,17,3,7,1,3,0,0,1,2,1,3,3,1.166666667
402,54,1,Travel_Frequently,Sales,9,2,Technical Degree,Male,1,Sales Executive,Divorced,21530,8,11,0,3,3,1,0,0,4,4,2,3,3,0.5
1004,43,1,Travel_Frequently,Research & Development,1,4,Other,Male,3,Sales Executive,Married,76550,8,12,1,6,3,1,0,0,3,3,3,3,3,0.6
1238,32,1,Travel_Frequently,Research & Development,10,3,Medical,Female,2,Manufacturing Director,Single,165980,1,13,0,10,2,4,6,7,2,1,3,3,3,5
852,35,1,Travel_Rarely,Research & Development,2,3,Medical,Female,1,Research Scientist,Divorced,25320,1,13,0,1,2,1,0,0,1,1,3,1,3,0.5
4178,32,1,Travel_Frequently,Research & Development,10,3,Medical,Female,2,Manufacturing Director,Single,165980,1,13,0,10,2,4,6,7,2,1,3,3,3,5
2708,32,1,Travel_Frequently,Research & Development,10,3,Medical,Female,2,Manufacturing Director,Single,165980,1,13,0,10,2,4,6,7,2,1,3,3,3,5
1500,26,1,Travel_Rarely,Research & Development,4,3,Medical,Male,3,Research Scientist,Divorced,68540,2,11,0,5,5,2,0,2,1,2,3,2,3,1.666666667
3546,41,1,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,178560,6,16,0,5,2,1,0,0,1,1,1,4,3,0.714285714
4254,24,1,Travel_Frequently,Sales,4,4,Life Sciences,Female,2,Healthcare Representative,Single,99240,1,22,0,1,3,1,1,0,4,4,3,3,4,0.5
3461,51,1,Travel_Rarely,Sales,23,3,Medical,Female,2,Research Scientist,Married,178560,8,20,0,18,2,4,2,7,1,3,4,3,4,1.8
3005,28,1,Travel_Rarely,Research & Development,9,4,Medical,Male,1,Sales Executive,Married,56730,5,14,1,5,4,2,2,2,1,4,2,2,3,0.833333333
613,24,1,Travel_Rarely,Research & Development,26,4,Life Sciences,Male,3,Manufacturing Director,Married,28860,1,19,1,1,5,1,0,0,4,2,1,3,3,0.5
1404,35,1,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,2,Research Director,Married,108830,3,12,0,8,3,1,0,1,2,3,3,4,3,2
4166,28,1,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,4,Research Director,Single,100960,5,13,0,6,2,3,0,3,3,3,3,3,3,1
3887,32,1,Travel_Rarely,Sales,1,3,Life Sciences,Male,2,Research Scientist,Single,27430,1,19,1,1,2,1,0,0,4,2,3,3,3,0.5
4057,32,1,Travel_Frequently,Research & Development,9,3,Life Sciences,Male,2,Laboratory Technician,Single,178560,3,17,1,8,2,3,0,3,1,3,3,3,3,2
4061,27,1,Travel_Frequently,Sales,8,1,Life Sciences,Male,4,Laboratory Technician,Married,102310,1,13,1,1,2,1,0,0,1,2,3,3,3,0.5
2664,50,1,Travel_Frequently,Sales,4,2,Life Sciences,Female,2,Laboratory Technician,Divorced,167990,7,14,1,12,2,4,0,1,2,3,3,2,3,1.5
4020,30,1,Travel_Rarely,Sales,12,4,Life Sciences,Female,2,Sales Executive,Single,49500,1,12,2,1,3,1,0,0,2,4,2,3,3,0.5
2551,24,1,Travel_Rarely,Research & Development,16,2,Life Sciences,Female,2,Laboratory Technician,Single,35790,1,19,3,1,3,1,0,0,4,2,3,3,3,0.5
2808,54,1,Travel_Rarely,Sales,2,2,Medical,Female,1,Research Scientist,Married,43850,1,13,1,28,2,6,9,6,4,4,2,2,3,10.5
965,47,1,Travel_Frequently,Research & Development,1,3,Medical,Female,2,Sales Executive,Married,178560,7,11,2,25,1,6,9,10,3,3,1,3,3,3.125
3267,24,1,Travel_Rarely,Sales,2,3,Medical,Female,4,Manufacturing Director,Married,45590,1,18,1,1,2,1,0,0,3,1,3,2,3,0.5
3994,31,1,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,Laboratory Technician,Married,21680,0,14,1,2,2,1,0,0,4,1,3,3,3,2
3622,39,1,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0,20,0,6,3,3,0,3,3,1,3,2,4,6
473,24,1,Travel_Rarely,Research & Development,2,2,Life Sciences,Female,2,Research Scientist,Single,63970,1,17,1,1,3,1,0,0,4,1,3,3,3,0.5
3162,30,1,Travel_Frequently,Research & Development,9,3,Other,Male,2,Healthcare Representative,Married,68250,1,14,0,1,2,1,0,0,2,1,4,3,3,0.5
2716,24,1,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,3,Sales Executive,Married,47680,2,11,1,6,2,2,2,0,2,4,2,2,3,2
1590,34,1,Non-Travel,Research & Development,7,3,Life Sciences,Male,1,Sales Representative,Single,56170,8,22,1,9,3,3,0,4,1,4,2,3,4,1
1973,36,1,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Research Scientist,Divorced,56600,7,12,0,9,3,1,0,0,1,3,2,3,3,1.125
1648,33,1,Travel_Rarely,Sales,5,4,Marketing,Male,2,Research Director,Divorced,66520,7,22,0,8,5,3,1,3,1,4,3,3,4,1
3662,31,1,Travel_Frequently,Research & Development,2,2,Medical,Female,2,Manufacturing Director,Single,53960,7,17,1,3,2,1,0,0,3,4,4,1,3,0.5
4036,54,1,Travel_Rarely,Research & Development,1,2,Medical,Female,4,Sales Executive,Single,25590,1,21,0,5,3,3,1,0,1,4,3,3,4,2.5
3430,26,1,Non-Travel,Research & Development,21,1,Life Sciences,Female,1,Manufacturing Director,Single,135250,8,17,1,7,4,2,2,2,2,1,3,2,3,0.777777778
2268,28,1,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Married,22740,3,20,1,5,5,2,1,2,1,3,4,3,4,1.25
3928,30,1,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,1,Human Resources,Divorced,22070,6,14,0,6,4,3,1,2,3,4,2,3,3,0.857142857
1004,43,1,Travel_Frequently,Research & Development,1,4,Other,Male,3,Sales Executive,Married,76550,8,12,1,6,3,1,0,0,3,3,3,3,3,0.6
2822,32,1,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,2,Research Director,Single,41480,7,15,0,10,1,3,0,4,1,1,4,2,3,1.25
1752,28,1,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20970,7,18,3,10,1,4,3,7,1,2,3,2,3,1.25
4344,35,1,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,2,Research Director,Married,108830,3,12,0,8,3,1,0,1,2,3,3,4,3,2
1881,39,1,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,4,Human Resources,Married,66960,7,11,0,8,3,2,2,2,4,1,1,3,3,1
3318,35,1,Travel_Frequently,Sales,8,2,Marketing,Female,1,Laboratory Technician,Divorced,36900,1,13,1,10,2,4,7,8,4,2,2,4,3,5
3542,24,1,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0,22,0,1,5,1,0,0,3,4,3,2,4,1
1338,54,1,Travel_Rarely,Sales,2,2,Medical,Female,1,Research Scientist,Married,43850,1,13,1,28,2,6,9,6,4,4,2,2,3,10.5
580,42,1,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0,16,0,22,3,6,9,10,3,1,2,1,3,10.5
3430,26,1,Non-Travel,Research & Development,21,1,Life Sciences,Female,1,Manufacturing Director,Single,135250,8,17,1,7,4,2,2,2,2,1,3,2,3,0.777777778
1803,33,1,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,1,Human Resources,Single,86390,5,16,2,6,3,2,0,2,1,1,3,2,3,1
1004,43,1,Travel_Frequently,Research & Development,1,4,Other,Male,3,Sales Executive,Married,76550,8,12,1,6,3,1,0,0,3,3,3,3,3,0.6
3793,53,1,Travel_Rarely,Research & Development,19,3,Life Sciences,Male,2,Manager,Married,25590,0,22,0,28,2,6,1,9,3,4,3,3,4,10.5
224,31,1,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,178560,2,12,2,9,2,2,1,2,2,1,1,2,3,3
2152,39,1,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0,20,0,6,3,3,0,3,3,1,3,2,4,6
4178,32,1,Travel_Frequently,Research & Development,10,3,Medical,Female,2,Manufacturing Director,Single,165980,1,13,0,10,2,4,6,7,2,1,3,3,3,5
451,31,1,Non-Travel,Research & Development,26,4,Medical,Male,2,Research Scientist,Single,25930,0,21,0,4,2,2,1,2,3,1,3,3,4,4
3979,26,1,Travel_Rarely,Research & Development,2,1,Technical Degree,Female,3,Sales Executive,Married,65780,0,15,2,6,3,3,1,4,4,2,3,2,3,6
2152,39,1,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0,20,0,6,3,3,0,3,3,1,3,2,4,6
437,37,1,Travel_Rarely,Sales,10,4,Marketing,Female,3,Human Resources,Married,30720,5,14,0,17,3,5,9,7,1,3,1,2,3,2.833333333
2591,27,1,Travel_Frequently,Sales,8,1,Life Sciences,Male,4,Laboratory Technician,Married,102310,1,13,1,1,2,1,0,0,1,2,3,3,3,0.5
4386,33,1,Travel_Rarely,Sales,11,4,Marketing,Male,1,Research Scientist,Married,71400,5,21,0,8,2,3,0,4,3,4,1,2,4,1.333333333
3461,51,1,Travel_Rarely,Sales,23,3,Medical,Female,2,Research Scientist,Married,178560,8,20,0,18,2,4,2,7,1,3,4,3,4,1.8
3953,24,1,Travel_Rarely,Sales,1,2,Marketing,Male,4,Healthcare Representative,Single,27910,1,14,0,1,3,1,1,0,2,2,3,4,3,0.5
3222,28,1,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20970,7,18,3,10,1,4,3,7,1,2,3,2,3,1.25
2608,53,1,Travel_Rarely,Research & Development,18,3,Medical,Male,1,Research Scientist,Single,34230,6,15,1,15,4,2,2,2,1,1,2,3,3,2.142857143
3351,39,1,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,4,Human Resources,Married,66960,7,11,0,8,3,2,2,2,4,1,1,3,3,1
965,47,1,Travel_Frequently,Research & Development,1,3,Medical,Female,2,Sales Executive,Married,178560,7,11,2,25,1,6,9,10,3,3,1,3,3,3.125
878,28,1,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Laboratory Technician,Married,24130,1,16,1,1,2,1,0,0,3,2,3,3,3,0.5
1426,30,1,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,2,Research Scientist,Single,55620,5,13,0,8,3,3,0,4,4,1,3,2,3,1.333333333
3462,28,1,Non-Travel,Research & Development,19,4,Life Sciences,Female,4,Laboratory Technician,Single,52380,1,17,1,10,4,4,1,9,2,1,2,2,3,5
430,24,1,Travel_Rarely,Research & Development,15,3,Life Sciences,Male,2,Research Scientist,Single,160640,1,15,1,1,3,1,0,0,4,2,4,3,3,0.5
2297,31,1,Travel_Frequently,Research & Development,26,3,Life Sciences,Female,2,Healthcare Representative,Single,25150,1,14,0,7,3,4,7,7,4,3,1,2,3,3.5
387,29,1,Travel_Rarely,Sales,3,3,Marketing,Male,3,Laboratory Technician,Divorced,59160,6,12,0,5,2,2,0,2,2,3,3,3,3,0.714285714
1627,34,1,Travel_Frequently,Research & Development,5,3,Medical,Male,2,Research Scientist,Divorced,137440,0,20,1,3,3,2,1,0,4,3,2,3,4,3
2069,44,1,Travel_Rarely,Research & Development,6,2,Life Sciences,Male,3,Sales Executive,Single,45580,1,13,1,6,2,4,0,2,3,3,3,1,3,3
758,31,1,Travel_Rarely,Sales,20,3,Technical Degree,Male,1,Research Scientist,Single,61800,1,14,1,1,2,1,0,0,1,2,4,1,3,0.5
1032,34,1,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,1,Manufacturing Director,Married,134990,4,22,2,11,2,4,0,7,4,1,2,4,4,2.2
3742,24,1,Travel_Frequently,Sales,3,3,Life Sciences,Male,2,Research Scientist,Single,76540,2,17,1,4,3,1,0,0,2,1,2,2,3,1.333333333
1263,28,1,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Sales Executive,Single,25610,1,22,1,2,3,2,2,2,3,3,2,3,4,1
2158,40,1,Travel_Rarely,Sales,8,1,Other,Male,1,Laboratory Technician,Single,59850,2,13,3,9,1,3,1,0,4,2,3,2,3,3
2916,33,1,Travel_Rarely,Sales,11,4,Marketing,Male,1,Research Scientist,Married,71400,5,21,0,8,2,3,0,4,3,4,1,2,4,1.333333333
682,39,1,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0,20,0,6,3,3,0,3,3,1,3,2,4,6
1651,31,1,Travel_Frequently,Research & Development,22,2,Medical,Female,2,Sales Executive,Married,56890,3,15,2,12,2,1,0,0,1,3,3,2,3,3
4061,27,1,Travel_Frequently,Sales,8,1,Life Sciences,Male,4,Laboratory Technician,Married,102310,1,13,1,1,2,1,0,0,1,2,3,3,3,0.5
2718,50,1,Travel_Rarely,Research & Development,12,4,Medical,Male,1,Research Director,Married,49000,1,11,0,3,3,2,0,2,1,3,3,2,3,1.5
3393,29,1,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,1,Sales Executive,Single,27230,6,11,1,3,2,1,0,0,4,1,3,2,3,0.5
2804,54,1,Travel_Rarely,Research & Development,15,3,Life Sciences,Male,2,Laboratory Technician,Married,33120,8,19,0,7,1,3,4,3,2,2,3,1,3,0.7
2953,47,1,Non-Travel,Research & Development,1,1,Medical,Male,1,Research Scientist,Married,57620,1,11,2,10,4,4,9,9,1,2,2,2,3,5
1801,29,1,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Married,106500,1,13,2,1,2,1,0,0,2,1,3,4,3,0.5
1895,25,1,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,1,Sales Executive,Married,32120,1,15,1,1,3,1,0,0,3,2,3,2,3,0.5
1923,29,1,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,1,Sales Executive,Single,27230,6,11,1,3,2,1,0,0,4,1,3,2,3,0.5
1262,48,1,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,1,Sales Executive,Single,45910,8,16,0,23,5,1,0,0,1,3,3,1,3,2.3
3767,31,1,Travel_Frequently,Research & Development,26,3,Life Sciences,Female,2,Healthcare Representative,Single,25150,1,14,0,7,3,4,7,7,4,3,1,2,3,3.5
2733,28,1,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Sales Executive,Single,25610,1,22,1,2,3,2,2,2,3,3,2,3,4,1
4143,50,1,Travel_Rarely,Research & Development,17,3,Medical,Male,1,Research Scientist,Divorced,173280,4,15,2,20,1,2,2,0,4,1,3,3,3,4
3904,24,1,Travel_Rarely,Sales,6,2,Medical,Female,2,Manager,Married,20970,1,12,0,1,2,1,0,0,4,3,3,2,3,0.5
350,54,1,Travel_Rarely,Research & Development,16,3,Technical Degree,Male,4,Manufacturing Director,Single,43190,4,11,0,12,3,4,7,3,3,4,2,4,3,2.4
99,24,1,Travel_Frequently,Research & Development,9,3,Medical,Female,4,Manufacturing Director,Single,178560,1,12,0,3,5,2,1,2,1,2,3,2,3,1.5
4035,34,1,Non-Travel,Research & Development,26,2,Life Sciences,Female,1,Sales Representative,Married,36920,1,12,1,5,5,3,3,0,4,1,3,3,3,2.5
2458,30,1,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,1,Human Resources,Divorced,22070,6,14,0,6,4,3,1,2,3,4,2,3,3,0.857142857
3979,26,1,Travel_Rarely,Research & Development,2,1,Technical Degree,Female,3,Sales Executive,Married,65780,0,15,2,6,3,3,1,4,4,2,3,2,3,6
3207,24,1,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,8,12,0,4,3,2,2,0,1,3,3,1,3,0.5
4021,24,1,Travel_Rarely,Research & Development,16,2,Life Sciences,Female,2,Laboratory Technician,Single,35790,1,19,3,1,3,1,0,0,4,2,3,3,3,0.5
3371,24,1,Travel_Rarely,Research & Development,26,3,Life Sciences,Female,3,Laboratory Technician,Single,27070,1,11,0,1,2,1,0,0,1,1,3,3,3,0.5
1462,37,1,Travel_Frequently,Sales,2,3,Marketing,Male,1,Laboratory Technician,Divorced,40010,6,11,1,17,2,1,0,0,1,3,3,3,3,2.428571429
1740,50,1,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3,14,1,18,2,3,1,3,2,3,3,2,3,4.5
2125,45,1,Travel_Rarely,Research & Development,12,3,Life Sciences,Male,2,Laboratory Technician,Single,43060,2,11,2,26,3,6,1,10,1,2,3,3,3,8.666666667
3853,40,1,Travel_Rarely,Sales,16,4,Marketing,Male,1,Research Director,Single,36330,3,16,2,10,1,3,0,3,1,1,1,3,3,2.5
591,43,1,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8,15,1,7,3,3,1,3,1,3,2,3,3,0.777777778
3886,48,1,Travel_Frequently,Sales,10,2,Marketing,Male,1,Healthcare Representative,Married,63470,2,12,1,19,3,4,7,7,4,3,3,1,3,6.333333333
3222,28,1,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20970,7,18,3,10,1,4,3,7,1,2,3,2,3,1.25
1548,29,1,Travel_Rarely,Research & Development,26,3,Medical,Female,1,Research Scientist,Married,23070,1,13,1,7,1,4,0,7,2,1,2,3,3,3.5
2218,49,1,Travel_Frequently,Sales,6,4,Medical,Female,2,Healthcare Representative,Single,23420,3,18,0,20,2,3,1,3,1,1,3,3,3,5
1974,26,1,Travel_Frequently,Sales,2,3,Life Sciences,Male,2,Research Scientist,Married,48210,6,14,2,6,2,2,1,2,1,1,3,3,3,0.857142857
3904,24,1,Travel_Rarely,Sales,6,2,Medical,Female,2,Manager,Married,20970,1,12,0,1,2,1,0,0,4,3,3,2,3,0.5
1797,24,1,Travel_Rarely,Sales,2,3,Medical,Female,4,Manufacturing Director,Married,45590,1,18,1,1,2,1,0,0,3,1,3,2,3,0.5
878,28,1,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Laboratory Technician,Married,24130,1,16,1,1,2,1,0,0,3,2,3,3,3,0.5
504,26,1,Travel_Frequently,Sales,2,3,Life Sciences,Male,2,Research Scientist,Married,48210,6,14,2,6,2,2,1,2,1,1,3,3,3,0.857142857
2485,24,1,Travel_Rarely,Research & Development,1,3,Other,Male,4,Research Scientist,Married,49680,1,14,0,1,3,1,0,0,3,1,3,3,3,0.5
2809,24,1,Travel_Rarely,Research & Development,5,2,Life Sciences,Male,1,Manager,Single,53320,1,22,1,1,2,1,0,0,4,3,2,3,4,0.5
978,36,1,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Manufacturing Director,Divorced,33760,5,20,0,16,3,2,2,2,2,1,3,3,4,2.666666667
2853,24,1,Travel_Frequently,Research & Development,10,2,Life Sciences,Male,2,Healthcare Representative,Single,41870,0,22,1,1,4,1,0,0,3,1,4,3,4,1
3407,35,1,Travel_Rarely,Sales,24,3,Medical,Male,3,Healthcare Representative,Divorced,20970,1,13,3,5,1,3,0,2,3,2,1,2,3,2.5
3118,33,1,Travel_Rarely,Sales,5,4,Marketing,Male,2,Research Director,Divorced,66520,7,22,0,8,5,3,1,3,1,4,3,3,4,1
3162,30,1,Travel_Frequently,Research & Development,9,3,Other,Male,2,Healthcare Representative,Married,68250,1,14,0,1,2,1,0,0,2,1,4,3,3,0.5
4015,46,1,Travel_Rarely,Research & Development,4,4,Medical,Female,2,Sales Representative,Married,27430,5,22,1,14,1,4,0,7,3,2,3,4,4,2.333333333
2978,24,1,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Sales Executive,Single,23350,1,14,2,1,3,1,0,0,3,3,3,2,3,0.5
4072,28,1,Travel_Rarely,Sales,7,4,Life Sciences,Female,2,Sales Representative,Divorced,171230,5,15,1,6,2,3,0,3,3,4,2,2,3,1
674,29,1,Travel_Rarely,Research & Development,26,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3,13,0,10,4,4,7,7,2,3,3,3,3,2.5
3531,43,1,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8,15,1,7,3,3,1,3,1,3,2,3,3,0.777777778
2193,35,1,Travel_Frequently,Research & Development,1,2,Medical,Male,1,Manufacturing Director,Married,67960,0,13,0,5,2,3,3,2,4,3,2,3,3,5
2061,43,1,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8,15,1,7,3,3,1,3,1,3,2,3,3,0.777777778
2782,37,1,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,2,Healthcare Representative,Divorced,54840,4,17,0,7,4,2,0,2,3,1,3,3,3,1.4
1075,46,1,Travel_Rarely,Research & Development,4,4,Medical,Female,2,Sales Representative,Married,27430,5,22,1,14,1,4,0,7,3,2,3,4,4,2.333333333
4357,29,1,Travel_Rarely,Sales,10,2,Life Sciences,Female,2,Research Scientist,Married,20970,1,19,2,10,2,4,1,9,2,4,2,3,3,5
2491,44,1,Travel_Frequently,Sales,10,4,Life Sciences,Male,1,Research Scientist,Divorced,28440,1,12,0,6,2,3,2,3,3,2,2,4,3,3
4120,24,1,Travel_Frequently,Research & Development,2,4,Life Sciences,Female,2,Manufacturing Director,Married,61790,1,11,0,1,3,1,1,0,4,1,2,3,3,0.5
1203,50,1,Travel_Rarely,Research & Development,17,3,Medical,Male,1,Research Scientist,Divorced,173280,4,15,2,20,1,2,2,0,4,1,3,3,3,4
2892,32,1,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Healthcare Representative,Married,34770,1,11,0,14,2,5,9,8,4,4,2,4,3,7
1923,29,1,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,1,Sales Executive,Single,27230,6,11,1,3,2,1,0,0,4,1,3,2,3,0.5
1647,33,1,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,4,Research Director,Married,67280,7,22,0,15,2,4,7,7,2,3,4,2,4,1.875
2551,24,1,Travel_Rarely,Research & Development,16,2,Life Sciences,Female,2,Laboratory Technician,Single,35790,1,19,3,1,3,1,0,0,4,2,3,3,3,0.5
2485,24,1,Travel_Rarely,Research & Development,1,3,Other,Male,4,Research Scientist,Married,49680,1,14,0,1,3,1,0,0,3,1,3,3,3,0.5
825,40,1,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Director,Single,47750,3,15,1,15,3,3,1,0,4,1,1,4,3,3.75
2069,44,1,Travel_Rarely,Research & Development,6,2,Life Sciences,Male,3,Sales Executive,Single,45580,1,13,1,6,2,4,0,2,3,3,3,1,3,3
1956,37,1,Travel_Rarely,Sales,15,3,Marketing,Male,2,Laboratory Technician,Married,44850,5,11,1,15,2,1,0,0,1,2,1,4,3,2.5
